site_name,url,title,date,facebook_total,facebook_likes,facebook_shares,facebook_comments
Straits Times,https://www.straitstimes.com/asia/se-asia/malaysia-to-ban-entry-of-citizens-from-countries-with-more-than-150000-covid-19-cases,"Malaysia to ban entry of citizens from countries with more than 150,000 Covid-19 cases",3/9/20,4386,2942,803,641
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-cases-singapore-moh-new-sep-2-community-imported-13074244,"49 new COVID-19 cases in Singapore, including 3 in the community",2/9/20,3407,2646,535,226
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-sep-1-community-imported-workers-moh-13070400,"40 new COVID-19 cases in Singapore, including 7 imported infections",1/9/20,5344,3752,706,887
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-cases-singapore-new-family-cluster-gatherings-13067114,MOH investigating if COVID-19 rules breached after new family cluster across 2 households had gatherings,31/8/20,5488,3571,1423,494
Channel News Asia,https://www.channelnewsasia.com/news/singapore/singapore-covid-19-new-cases-aug-31-13068096,"Singapore reports 41 new COVID-19 cases, including 3 in the community",31/8/20,4370,3064,1007,299
Channel News Asia,https://www.channelnewsasia.com/news/singapore/slr-revolution-camera-shop-excelsior-new-covid-19-cluster-moh-13067086,SLR Revolution at Excelsior mall designated new COVID-19 cluster after another employee tests positive,31/8/20,3526,2467,709,350
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-whimsical-bar-create-kitchen-stripes-hotpot-closed-sfa-13069334,"Bar and 2 restaurants fined, ordered to close for breaching COVID-19 safety measures",31/8/20,3044,2212,487,345
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-aug-30-community-imported-workers-moh-13066478,"54 new COVID-19 cases in Singapore, including 8 in the community",30/8/20,5879,4431,928,521
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-face-coverings-masks-bandana-neck-gaiter-moh-13065440,"COVID-19: Face coverings like neck gaiters and scarves should not be used, says MOH",29/8/20,3084,1848,680,556
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-cases-singapore-cluster-sungei-tengah-lodge-dormitory-13063938,New COVID-19 cluster at Singapore’s biggest dormitory that was previously cleared grows to 175 cases,28/8/20,4081,2674,799,608
Straits Times,https://www.straitstimes.com/singapore/94-new-covid-19-cases-in-singapore-including-4-in-the-community-and-10-imported,"94 new Covid-19 cases in Singapore, including 4 in community and 58 Sungei Tengah Lodge residents",28/8/20,3441,2321,845,275
Channel News Asia,https://www.channelnewsasia.com/news/business/suntec-singapore-retrenchment-workforce-covid-19-13059836,Nearly half of Suntec Singapore's workforce to be retrenched as COVID-19 hits meetings and exhibitions industry,27/8/20,8674,5927,1786,961
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-cases-aug-27-imported-community-worker-dorms-moh-13057296,"77 new COVID-19 cases in Singapore, including 2 in the community",27/8/20,4049,3066,742,241
Straits Times,https://www.straitstimes.com/singapore/77-new-covid-19-cases-in-singapore-including-2-in-the-community-and-5-imported,"77 new Covid-19 cases in Singapore, including 2 in the community and 5 imported",27/8/20,3228,2191,818,219
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-aug-26-imported-community-worker-dorms-13053742,"60 new COVID-19 cases in Singapore, including 3 in the community",26/8/20,4166,2977,816,373
Straits Times,https://www.straitstimes.com/singapore/60-new-covid-19-cases-in-singapore-including-3-in-the-community-and-10-imported,"60 new Covid-19 cases in Singapore, including 3 in the community and 10 imported",26/8/20,3840,2641,900,301
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-singapore-aug-25-cases-dormitory-community-imported-moh-13049938,Singapore's daily COVID-19 cases fall to five-month low with 31 new infections,25/8/20,19040,15834,1931,1276
Straits Times,https://www.straitstimes.com/singapore/31-new-covid-19-cases-in-singapore-no-community-cases-and-1-imported,"31 new Covid-19 cases in Singapore, including 1 imported; no cases in community",25/8/20,13024,9792,1950,1284
Mothership,https://mothership.sg/2020/08/scoot-passengers-tianjin-covid-19,"13 passengers on Scoot flight from S'pore to Tianjin, China, tested positive for Covid-19",24/8/20,11010,6542,2136,2332
Channel News Asia,https://www.channelnewsasia.com/news/singapore/stay-home-notice-covid-19-sungei-tengah-lodge-worker-dorms-13045786,"4,800 workers issued stay-home notice after new COVID-19 cluster at Sungei Tengah Lodge",24/8/20,5158,3443,993,722
Straits Times,https://www.straitstimes.com/singapore/51-new-covid-19-cases-in-singapore-including-1-in-the-community-and-7-imported,"51 new Covid-19 cases in Singapore, including 1 in the community and 7 imported",24/8/20,4661,3421,969,272
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-singapore-aug-24-cases-community-imported-moh-13046460,"51 new COVID-19 cases in Singapore, including 1 in the community",24/8/20,4611,3436,799,376
Channel News Asia,https://www.channelnewsasia.com/news/singapore/new-covid-19-cases-singapore-aug-23-moh-13045230,"87 new COVID-19 cases in Singapore, including 13 imported infections",23/8/20,4465,3388,724,353
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-singapore-community-imported-aug-22-moh-13043856,"Singapore reports 50 new COVID-19 cases, including 2 in the community",22/8/20,5793,4361,995,437
Straits Times,https://www.straitstimes.com/singapore/50-new-covid-19-cases-in-singapore-including-2-in-the-community-and-5-imported,"50 new Covid-19 cases in Singapore, including 2 in the community and 5 imported",22/8/20,3551,2518,754,279
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-shopping-malls-public-places-infectious-period-13041908,4 shopping malls among locations added to list of places visited by COVID-19 cases during infectious period,22/8/20,3185,1929,928,328
Straits Times,https://www.straitstimes.com/singapore/health/singapore-researchers-discover-new-covid-19-variant-which-causes-milder-infections,Singapore researchers discover new Covid-19 variant which causes milder infections,21/8/20,19015,15161,2638,1216
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-lucky-plaza-peninsula-plaza-crowded-entry-restriction-13042134,"COVID-19: Lucky Plaza, Peninsula Plaza to implement odd and even date entry restrictions on weekends",21/8/20,18733,10252,2795,5686
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-brunei-new-zealand-singapore-travel-stay-home-notice-13042146,"Some travellers from Brunei, New Zealand to Singapore not required to serve stay-home notice, will take COVID-19 test instead",21/8/20,8505,5899,1385,1221
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-aug-21-community-imported-workers-moh-13040884,"117 new COVID-19 cases in Singapore, including 6 in the community",21/8/20,5361,4122,749,494
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-sia-changi-airport-welcome-easing-travel-restrictions-13042352,"SIA, Changi Airport welcome Government's decision to ease some COVID-19 travel restrictions",21/8/20,4151,3445,441,265
Straits Times,https://www.straitstimes.com/singapore/health/117-new-covid-19-cases-in-singapore-including-6-in-the-community-and-13-imported,"117 new Covid-19 cases in Singapore, including 6 in the community and 13 imported",21/8/20,3245,2316,578,351
Channel News Asia,https://www.channelnewsasia.com/news/singapore/293-tested-covid-19-hometeamns-khatib-jewel-music-box-ktv-13035830,293 people tested for COVID-19 after visiting KTV at HomeTeamNS Khatib on same days as confirmed cases,20/8/20,18303,9386,5394,3523
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-aug-20-community-imported-workers-moh-13036760,"Singapore reports 68 new COVID-19 infections, no cases in community",20/8/20,8823,6996,1173,655
Straits Times,https://www.straitstimes.com/singapore/health/68-new-covid-19-cases-in-singapore-including-2-imported-no-community-cases,"68 new Covid-19 cases in Singapore, including 2 imported; no community cases",20/8/20,5350,4057,909,385
Mothership,https://mothership.sg/2020/08/dorms-cleared-covid-19,"All S'pore dormitories cleared of Covid-19, 20,000 dorm residents expected to resume work",19/8/20,6407,5001,955,451
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-aug-19-community-imported-vietnam-student-13033138,93 new COVID-19 cases in Singapore; student from Vietnam among imported infections,19/8/20,3965,2891,420,654
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-aug-18-community-imported-dormitory-moh-13029864,"Singapore reports 100 new COVID-19 cases, including 1 in the community",18/8/20,5177,3900,787,495
Channel News Asia,https://www.channelnewsasia.com/news/singapore/new-covid-19-cases-detected-in-cleared-migrant-worker-dorms-13030954,"COVID-19 cases detected again in cleared migrant worker dorms, about 7,000 quarantined due to new infections",18/8/20,5052,3130,1048,874
Today Online,https://www.todayonline.com/singapore/sph-retrench-140-employees-part-restructuring-efforts-due-covid-19,SPH to retrench 140 employees as part of restructuring efforts due to Covid-19,18/8/20,3411,2170,627,614
Today Online,https://www.todayonline.com/singapore/infectious-covid-19-mutation-may-be-good-thing-says-disease-expert-paul-tambyah,"Infectious Covid-19 mutation may be 'a good thing', says disease expert Paul Tambyah",18/8/20,3102,2029,531,542
Straits Times,https://www.straitstimes.com/singapore/health/100-new-covid-19-cases-in-singapore-including-1-in-the-community-and-2-imported,"100 new Covid-19 cases in Singapore, including 1 in the community and 2 imported",18/8/20,3005,2108,575,322
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-new-cases-community-imported-aug-17-moh-13026328,"Singapore reports 91 new COVID-19 cases, including 6 imported and none in the community",17/8/20,6124,4929,780,415
Straits Times,https://www.straitstimes.com/singapore/health/91-new-covid-19-cases-in-singapore-including-6-imported-no-community-cases,"91 new Covid-19 cases in Singapore, including 6 imported; no community cases",17/8/20,4960,3740,840,380
Today Online,https://www.todayonline.com/singapore/braving-storm-covid-19-crisis-pushed-these-workers-unexpected-job-paths,Braving the storm: Covid-19 crisis pushed these workers onto unexpected job paths,17/8/20,3085,2231,331,524
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-moh-locations-bukit-panjang-hillion-newton-northpoint-13025668,Newton Food Centre among new locations added to list of places visited by COVID-19 cases,16/8/20,4993,3230,1146,617
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-singapore-new-cases-aug-15-imported-cases-vessel-crew-13023666,"Singapore reports 81 new COVID-19 infections, including 10 seafarers who arrived on vessel from India",16/8/20,4645,3454,635,556
Straits Times,https://www.straitstimes.com/singapore/86-new-covid-19-cases-in-singapore-including-6-imported-ones,"86 new Covid-19 cases in Singapore, including 6 imported ones",16/8/20,4412,3331,833,248
Mothership,https://mothership.sg/2020/08/prima-tower-revolving-restaurant-closes,Prima Tower Revolving Restaurant at Harbourfront closes down after 43 years due to Covid-19 impact,15/8/20,19568,12611,3580,3377
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-prima-tower-revolving-restaurant-closes-43-years-13023784,"Prima Tower Revolving Restaurant closes after 43 years, felled by impact of COVID-19",15/8/20,12124,8389,1911,1824
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-singapore-new-cases-aug-15-imported-cases-13023666,"Singapore reports 81 new COVID-19 infections, including 10 crew members who arrived on vessel",15/8/20,11179,8447,1526,1206
Straits Times,https://www.straitstimes.com/singapore/health/81-new-covid-19-cases-in-singapore-including-3-in-the-community-and-16-imported,"81 new Covid-19 cases in Singapore, including 3 in community and 16 imported",15/8/20,7528,5236,1576,716
Channel News Asia,https://www.channelnewsasia.com/news/cnainsider/covid-19-grounded-thousands-planes-this-is-what-happens-airlines-13023208,COVID-19 grounded thousands of planes. Here’s what happens to them,15/8/20,5238,3574,1319,345
Today Online,https://www.todayonline.com/singapore/covid-19-some-residents-new-condominiums-grow-weary-over-delayed-rectification-works,Covid-19: Some residents in new condominiums grow weary over delayed rectification works,15/8/20,3365,2030,771,564
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-singapore-new-cases-aug-14-imported-cases-no-community-13020112,Singapore reports 83 new COVID-19 infections; no community cases for the first time since Jun 1,14/8/20,37147,29212,4873,3062
Straits Times,https://www.straitstimes.com/singapore/83-new-covid-19-cases-in-singapore-including-4-imported,83 new Covid-19 cases in Singapore including 4 imported; no community cases,14/8/20,9508,7492,1295,721
Channel News Asia,https://www.channelnewsasia.com/news/singapore/covid-19-coronavirus-changi-airport-travel-transport-13020984,Singapore may have to consider replacing 2-week COVID-19 isolation with 'rigorous testing regime' for travellers: Ong Ye Kung,14/8/20,5484,3874,848,762
